Date,Price
2023-08-14 14:59:01.581862,148.0862862097412
2023-08-15 14:59:01.581862,142.14261570591808
2023-08-16 14:59:01.581862,150.37522151043078
2023-08-17 14:59:01.581862,143.46701150231132
2023-08-18 14:59:01.581862,144.30524595472684
2023-08-19 14:59:01.581862,145.7506514315985
2023-08-20 14:59:01.581862,154.78692706566318
2023-08-21 14:59:01.581862,146.50410257970242
2023-08-22 14:59:01.581862,153.85332298200896
2023-08-23 14:59:01.581862,153.3316012790499
2023-08-24 14:59:01.581862,148.26991515454472
2023-08-25 14:59:01.581862,148.35204919322985
2023-08-26 14:59:01.581862,150.79102467504305
2023-08-27 14:59:01.581862,150.28054762179337
2023-08-28 14:59:01.581862,142.1771202514112
2023-08-29 14:59:01.581862,149.49970785751373
2023-08-30 14:59:01.581862,150.30990182072662
2023-08-31 14:59:01.581862,155.10112677955274
2023-09-01 14:59:01.581862,152.30488382550752
2023-09-02 14:59:01.581862,148.82069614381345
2023-09-03 14:59:01.581862,145.4856096206665
2023-09-04 14:59:01.581862,149.2824524780083
2023-09-05 14:59:01.581862,147.65054931657411
2023-09-06 14:59:01.581862,152.86334620050593
2023-09-07 14:59:01.581862,152.0659941922597
2023-09-08 14:59:01.581862,152.63421417549907
2023-09-09 14:59:01.581862,150.7831695642306
2023-09-10 14:59:01.581862,154.9942428887791
2023-09-11 14:59:01.581862,150.70391740198724
2023-09-12 14:59:01.581862,147.51807667732544
2023-09-13 14:59:01.581862,146.88282779933132
2023-09-14 14:59:01.581862,147.56973875921435
2023-09-15 14:59:01.581862,150.98144760551162
2023-09-16 14:59:01.581862,147.18427539108248
2023-09-17 14:59:01.581862,157.00480531108138
2023-09-18 14:59:01.581862,150.49408693418263
2023-09-19 14:59:01.581862,158.49983069161593
2023-09-20 14:59:01.581862,147.96987783398018
2023-09-21 14:59:01.581862,144.91341595331681
2023-09-22 14:59:01.581862,153.17938085489286
2023-09-23 14:59:01.581862,153.65084935889138
2023-09-24 14:59:01.581862,156.45596522920246
2023-09-25 14:59:01.581862,156.14315771656737
2023-09-26 14:59:01.581862,152.9397865920072
2023-09-27 14:59:01.581862,156.88994511911667
2023-09-28 14:59:01.581862,157.1436685728995
2023-09-29 14:59:01.581862,151.96587968775677
2023-09-30 14:59:01.581862,154.13269695786235
2023-10-01 14:59:01.581862,148.09769337611718
2023-10-02 14:59:01.581862,149.28967010258913
2023-10-03 14:59:01.581862,153.2552902391862
2023-10-04 14:59:01.581862,154.07887574940943
2023-10-05 14:59:01.581862,155.6807482887376
2023-10-06 14:59:01.581862,150.303519573404
2023-10-07 14:59:01.581862,161.6364587435826
2023-10-08 14:59:01.581862,150.55875204279408
2023-10-09 14:59:01.581862,144.54271234960348
2023-10-10 14:59:01.581862,156.5106696040939
2023-10-11 14:59:01.581862,152.29406461129224
2023-10-12 14:59:01.581862,152.53076519063526
2023-10-13 14:59:01.581862,154.78274963312668
2023-10-14 14:59:01.581862,153.8764045371272
2023-10-15 14:59:01.581862,158.50162820139815
2023-10-16 14:59:01.581862,151.8533717477496
2023-10-17 14:59:01.581862,165.7621651210514
2023-10-18 14:59:01.581862,159.1998877154611
2023-10-19 14:59:01.581862,163.64797179002338
2023-10-20 14:59:01.581862,154.92252546914688
2023-10-21 14:59:01.581862,161.510384291762
2023-10-22 14:59:01.581862,156.9308811664356
2023-10-23 14:59:01.581862,151.25382209288614
2023-10-24 14:59:01.581862,146.4009272414915
2023-10-25 14:59:01.581862,155.89727817090335
2023-10-26 14:59:01.581862,146.65836499545023
2023-10-27 14:59:01.581862,158.97818702356201
2023-10-28 14:59:01.581862,160.05496495983
2023-10-29 14:59:01.581862,161.17990994857053
2023-10-30 14:59:01.581862,169.63389902586025
2023-10-31 14:59:01.581862,155.9690552580879
2023-11-01 14:59:01.581862,154.44984921343462
2023-11-02 14:59:01.581862,157.32404944225232
2023-11-03 14:59:01.581862,161.47991198082008
2023-11-04 14:59:01.581862,160.64617163666134
2023-11-05 14:59:01.581862,149.72638727816798
2023-11-06 14:59:01.581862,150.86037857430858
2023-11-07 14:59:01.581862,151.8659540619023
2023-11-08 14:59:01.581862,159.00633623948067
2023-11-09 14:59:01.581862,164.94283773500575
2023-11-10 14:59:01.581862,161.12738111209242
2023-11-11 14:59:01.581862,162.46352152549227
2023-11-12 14:59:01.581862,161.90947388995602
2023-11-13 14:59:01.581862,159.854355712674
2023-11-14 14:59:01.581862,155.97606873938403
2023-11-15 14:59:01.581862,152.68396016701257
2023-11-16 14:59:01.581862,157.93879701508774
2023-11-17 14:59:01.581862,167.39292133748725
2023-11-18 14:59:01.581862,156.36843248585706
2023-11-19 14:59:01.581862,162.5898574755131
2023-11-20 14:59:01.581862,166.42964654190047
2023-11-21 14:59:01.581862,162.17757889374
2023-11-22 14:59:01.581862,159.7249244186315
2023-11-23 14:59:01.581862,154.06528991876425
2023-11-24 14:59:01.581862,166.7986753190037
2023-11-25 14:59:01.581862,156.0475500011831
2023-11-26 14:59:01.581862,160.29003418093768
2023-11-27 14:59:01.581862,150.89657692408807
2023-11-28 14:59:01.581862,167.18814652780122
2023-11-29 14:59:01.581862,156.8579017570004
2023-11-30 14:59:01.581862,150.80867674990463
2023-12-01 14:59:01.581862,161.6287250356636
2023-12-02 14:59:01.581862,162.7037254902962
2023-12-03 14:59:01.581862,162.55673187879123
2023-12-04 14:59:01.581862,159.12134754488923
2023-12-05 14:59:01.581862,167.54242683557823
2023-12-06 14:59:01.581862,166.41498189610647
2023-12-07 14:59:01.581862,159.87842609110726
2023-12-08 14:59:01.581862,164.35880187783013
2023-12-09 14:59:01.581862,152.42732444760102
2023-12-10 14:59:01.581862,163.63631018770647
2023-12-11 14:59:01.581862,165.3601202167603
2023-12-12 14:59:01.581862,168.07281253371875
2023-12-13 14:59:01.581862,165.08234095229875
2023-12-14 14:59:01.581862,158.0558002129645
2023-12-15 14:59:01.581862,166.0979849253397
2023-12-16 14:59:01.581862,151.27559053363356
2023-12-17 14:59:01.581862,154.71651290263827
2023-12-18 14:59:01.581862,164.10205229887484
2023-12-19 14:59:01.581862,163.75357192162906
2023-12-20 14:59:01.581862,160.42964175222818
2023-12-21 14:59:01.581862,164.805661811225
2023-12-22 14:59:01.581862,169.18900887916368
2023-12-23 14:59:01.581862,158.56809658806907
2023-12-24 14:59:01.581862,161.08815256743515
2023-12-25 14:59:01.581862,156.39239894330663
2023-12-26 14:59:01.581862,155.64999186949794
2023-12-27 14:59:01.581862,173.03590023402194
2023-12-28 14:59:01.581862,171.35658917499367
2023-12-29 14:59:01.581862,164.55876967462652
2023-12-30 14:59:01.581862,160.36543487730827
2023-12-31 14:59:01.581862,163.40971235319122
2024-01-01 14:59:01.581862,165.8895682371395
2024-01-02 14:59:01.581862,160.572936971218
2024-01-03 14:59:01.581862,165.35225649166796
2024-01-04 14:59:01.581862,167.03356074595047
2024-01-05 14:59:01.581862,165.63078643991062
2024-01-06 14:59:01.581862,168.35986839313048
2024-01-07 14:59:01.581862,157.3872056526321
2024-01-08 14:59:01.581862,161.57732436576137
2024-01-09 14:59:01.581862,166.69009962232215
2024-01-10 14:59:01.581862,164.27871371033655
2024-01-11 14:59:01.581862,160.3107438761358
2024-01-12 14:59:01.581862,165.20714122266324
2024-01-13 14:59:01.581862,167.71183479843913
2024-01-14 14:59:01.581862,170.05268396598026
2024-01-15 14:59:01.581862,166.33860280786843
2024-01-16 14:59:01.581862,166.8323879956078
2024-01-17 14:59:01.581862,174.1795279497132
2024-01-18 14:59:01.581862,160.8337399092209
2024-01-19 14:59:01.581862,156.66519078927308
2024-01-20 14:59:01.581862,157.3174948666363
2024-01-21 14:59:01.581862,169.86740384549523
2024-01-22 14:59:01.581862,169.6339381694815
2024-01-23 14:59:01.581862,165.94339968762475
2024-01-24 14:59:01.581862,169.6478588559441
2024-01-25 14:59:01.581862,161.91222664518764
